Data,Produto,Categoria,Cliente,Quantidade Vendida,Estoque Atual,Preço Unitário,Localização
2027-06-26,Uniforme Escolar,Escolar,Hospital Saúde+,45,302,89.9,Itabuna
2027-06-27,Uniforme Escolar,Escolar,Indústria X,32,270,89.9,Lauro de Freitas
2027-06-28,Macacão Industrial,Industrial,Colégio Beta,13,191,149.9,Feira de Santana
2027-06-29,Uniforme Escolar,Escolar,Colégio Beta,47,223,89.9,Salvador
2027-06-30,Camisa Corporativa,Corporativo,Empresa Gama,8,27,99.9,Ilhéus
2027-07-01,Macacão Industrial,Industrial,Colégio Alfa,21,170,149.9,Vitória da Conquista
2027-07-02,Macacão Industrial,Industrial,Hospital Saúde+,5,165,149.9,Jequié
2027-07-03,Macacão Industrial,Industrial,Indústria Y,30,135,149.9,Itabuna
2027-07-04,Camisa Corporativa,Corporativo,Empresa Beta,34,440,99.9,Salvador
2027-07-05,Camisa Corporativa,Corporativo,Indústria X,5,435,99.9,Vitória da Conquista
2027-07-06,Uniforme Escolar,Escolar,Empresa Gama,15,208,89.9,Lauro de Freitas
2027-07-07,Macacão Industrial,Industrial,Hospital Saúde+,34,101,149.9,Vitória da Conquista
2027-07-08,Jaleco Hospitalar,Hospitalar,Colégio Beta,40,55,129.9,Feira de Santana
2027-07-09,Uniforme Escolar,Escolar,Empresa Beta,46,162,89.9,Vitória da Conquista
2027-07-10,Uniforme Escolar,Escolar,Colégio Alfa,49,113,89.9,Vitória da Conquista
2027-07-11,Jaleco Hospitalar,Hospitalar,Colégio Alfa,22,33,129.9,Camaçari
2027-07-12,Camisa Corporativa,Corporativo,Colégio Beta,33,402,99.9,Ilhéus
2027-07-13,Macacão Industrial,Industrial,Indústria X,26,75,149.9,Lauro de Freitas
2027-07-14,Uniforme Escolar,Escolar,Colégio Beta,33,80,89.9,Lauro de Freitas
2027-07-15,Macacão Industrial,Industrial,Colégio Beta,29,46,149.9,Camaçari
2027-07-16,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,34,341,129.9,Vitória da Conquista
2027-07-17,Camisa Corporativa,Corporativo,Colégio Beta,31,371,99.9,Salvador
2027-07-18,Camisa Corporativa,Corporativo,Indústria Y,6,365,99.9,Ilhéus
2027-07-19,Macacão Industrial,Industrial,Empresa Beta,41,5,149.9,Ilhéus
2027-07-20,Jaleco Hospitalar,Hospitalar,Indústria Y,13,328,129.9,Camaçari
2027-07-21,Uniforme Escolar,Escolar,Colégio Beta,11,69,89.9,Feira de Santana
2027-07-22,Uniforme Escolar,Escolar,Indústria X,9,60,89.9,Salvador
2027-07-23,Jaleco Hospitalar,Hospitalar,Hospital Vida,29,299,129.9,Jequié
2027-07-24,Macacão Industrial,Industrial,Hospital Vida,25,368,149.9,Ilhéus
2027-07-25,Macacão Industrial,Industrial,Hospital Saúde+,44,324,149.9,Ilhéus
2027-07-26,Jaleco Hospitalar,Hospitalar,Colégio Delta,17,282,129.9,Salvador
2027-07-27,Jaleco Hospitalar,Hospitalar,Empresa Beta,8,274,129.9,Ilhéus
2027-07-28,Macacão Industrial,Industrial,Colégio Beta,24,300,149.9,Lauro de Freitas
2027-07-29,Camisa Corporativa,Corporativo,Colégio Alfa,41,324,99.9,Vitória da Conquista
2027-07-30,Macacão Industrial,Industrial,Empresa Beta,24,276,149.9,Vitória da Conquista
2027-07-31,Uniforme Escolar,Escolar,Hospital Saúde+,8,52,89.9,Feira de Santana
2027-08-01,Camisa Corporativa,Corporativo,Colégio Beta,28,296,99.9,Itabuna
2027-08-02,Uniforme Escolar,Escolar,Indústria Y,31,21,89.9,Lauro de Freitas
2027-08-03,Jaleco Hospitalar,Hospitalar,Empresa Gama,38,236,129.9,Salvador
2027-08-04,Macacão Industrial,Industrial,Indústria X,45,231,149.9,Camaçari
2027-08-05,Macacão Industrial,Industrial,Empresa Gama,32,199,149.9,Salvador
2027-08-06,Macacão Industrial,Industrial,Empresa Gama,10,189,149.9,Lauro de Freitas
2027-08-07,Uniforme Escolar,Escolar,Colégio Delta,16,5,89.9,Ilhéus
2027-08-08,Macacão Industrial,Industrial,Colégio Alfa,6,183,149.9,Lauro de Freitas
2027-08-09,Jaleco Hospitalar,Hospitalar,Colégio Alfa,8,228,129.9,Ilhéus
2027-08-10,Macacão Industrial,Industrial,Empresa Gama,7,176,149.9,Salvador
2027-08-11,Uniforme Escolar,Escolar,Indústria Y,47,345,89.9,Feira de Santana
2027-08-12,Jaleco Hospitalar,Hospitalar,Indústria Y,16,212,129.9,Ilhéus
2027-08-13,Uniforme Escolar,Escolar,Hospital Vida,39,306,89.9,Vitória da Conquista
2027-08-14,Camisa Corporativa,Corporativo,Colégio Alfa,15,281,99.9,Salvador
2027-08-15,Jaleco Hospitalar,Hospitalar,Colégio Delta,12,200,129.9,Vitória da Conquista
2027-08-16,Macacão Industrial,Industrial,Hospital Vida,25,151,149.9,Itabuna
2027-08-17,Uniforme Escolar,Escolar,Hospital Saúde+,20,286,89.9,Lauro de Freitas
2027-08-18,Camisa Corporativa,Corporativo,Colégio Beta,9,272,99.9,Feira de Santana
2027-08-19,Uniforme Escolar,Escolar,Indústria X,20,266,89.9,Salvador
2027-08-20,Uniforme Escolar,Escolar,Hospital Saúde+,12,254,89.9,Vitória da Conquista
2027-08-21,Jaleco Hospitalar,Hospitalar,Indústria Y,18,182,129.9,Vitória da Conquista
2027-08-22,Uniforme Escolar,Escolar,Hospital Saúde+,35,219,89.9,Itabuna
2027-08-23,Jaleco Hospitalar,Hospitalar,Empresa Beta,17,165,129.9,Lauro de Freitas
2027-08-24,Macacão Industrial,Industrial,Colégio Delta,24,127,149.9,Ilhéus
2027-08-25,Macacão Industrial,Industrial,Colégio Delta,36,91,149.9,Vitória da Conquista
2027-08-26,Jaleco Hospitalar,Hospitalar,Hospital Vida,19,146,129.9,Ilhéus
2027-08-27,Jaleco Hospitalar,Hospitalar,Indústria X,40,106,129.9,Ilhéus
2027-08-28,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,31,75,129.9,Jequié
2027-08-29,Jaleco Hospitalar,Hospitalar,Colégio Delta,24,51,129.9,Camaçari
2027-08-30,Uniforme Escolar,Escolar,Empresa Gama,15,204,89.9,Lauro de Freitas
2027-08-31,Camisa Corporativa,Corporativo,Hospital Vida,10,262,99.9,Ilhéus
2027-09-01,Uniforme Escolar,Escolar,Indústria X,28,176,89.9,Itabuna
2027-09-02,Jaleco Hospitalar,Hospitalar,Empresa Gama,22,29,129.9,Vitória da Conquista
2027-09-03,Camisa Corporativa,Corporativo,Hospital Vida,10,252,99.9,Vitória da Conquista
2027-09-04,Jaleco Hospitalar,Hospitalar,Colégio Alfa,7,22,129.9,Lauro de Freitas
2027-09-05,Jaleco Hospitalar,Hospitalar,Colégio Delta,40,344,129.9,Feira de Santana
2027-09-06,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,18,326,129.9,Ilhéus
2027-09-07,Jaleco Hospitalar,Hospitalar,Hospital Vida,34,292,129.9,Itabuna
2027-09-08,Camisa Corporativa,Corporativo,Hospital Saúde+,16,236,99.9,Jequié
2027-09-09,Camisa Corporativa,Corporativo,Hospital Saúde+,9,227,99.9,Jequié
2027-09-10,Uniforme Escolar,Escolar,Hospital Saúde+,20,156,89.9,Feira de Santana
2027-09-11,Macacão Industrial,Industrial,Hospital Saúde+,21,70,149.9,Lauro de Freitas
2027-09-12,Jaleco Hospitalar,Hospitalar,Indústria Y,28,264,129.9,Itabuna
2027-09-13,Uniforme Escolar,Escolar,Empresa Beta,7,149,89.9,Vitória da Conquista
2027-09-14,Jaleco Hospitalar,Hospitalar,Hospital Vida,9,255,129.9,Feira de Santana
2027-09-15,Uniforme Escolar,Escolar,Indústria Y,12,137,89.9,Jequié
2027-09-16,Camisa Corporativa,Corporativo,Empresa Gama,41,186,99.9,Feira de Santana
2027-09-17,Uniforme Escolar,Escolar,Colégio Alfa,48,89,89.9,Lauro de Freitas
2027-09-18,Jaleco Hospitalar,Hospitalar,Colégio Beta,45,210,129.9,Vitória da Conquista
2027-09-19,Camisa Corporativa,Corporativo,Colégio Delta,22,164,99.9,Vitória da Conquista
2027-09-20,Macacão Industrial,Industrial,Indústria X,23,47,149.9,Jequié
2027-09-21,Macacão Industrial,Industrial,Colégio Delta,9,38,149.9,Feira de Santana
2027-09-22,Jaleco Hospitalar,Hospitalar,Empresa Gama,33,177,129.9,Camaçari
2027-09-23,Camisa Corporativa,Corporativo,Colégio Beta,19,145,99.9,Feira de Santana
2027-09-24,Uniforme Escolar,Escolar,Colégio Delta,9,80,89.9,Feira de Santana
2027-09-25,Macacão Industrial,Industrial,Indústria Y,49,226,149.9,Lauro de Freitas
2027-09-26,Uniforme Escolar,Escolar,Colégio Beta,42,38,89.9,Salvador
2027-09-27,Jaleco Hospitalar,Hospitalar,Colégio Alfa,39,138,129.9,Camaçari
